MODEL,YEAR,PRICE,TRANSMISSION,MILEAGE,FUEL_TYPE,TAX,MPG,ENGINE_SIZE
A Class,2017,15739,AUTOMATIC,13049,DIESEL,145,74.3,1.5
A Class,2016,17999,AUTOMATIC,28530,DIESEL,125,58.9,2.1
C Class,2014,13799,AUTOMATIC,78966,DIESEL,30,64.2,2.1
C Class,2017,17499,AUTOMATIC,28609,HYBRID,135,134.5,2
A Class,2016,13299,MANUAL,44553,DIESEL,20,68.9,1.5
C Class,2016,18268,AUTOMATIC,24227,DIESEL,30,64.2,2.1
CL Class,2016,18000,AUTOMATIC,65706,DIESEL,125,58.9,2.1
A Class,2016,18899,AUTOMATIC,21362,PETROL,160,45.6,2
E Class,2015,14699,AUTOMATIC,41244,DIESEL,125,58.9,2.1
CLS Class,2013,10200,AUTOMATIC,71004,DIESEL,145,55,2.1
C Class,2017,18999,AUTOMATIC,35649,DIESEL,30,61.4,2.1
A Class,2018,19499,AUTOMATIC,10413,DIESEL,145,67.3,1.5
A Class,2013,8699,MANUAL,70243,DIESEL,20,72.4,1.5
E Class,2015,25499,AUTOMATIC,42422,PETROL,555,28.8,5.5
A Class,2015,11234,MANUAL,30100,DIESEL,20,72.4,1.5
C Class,2018,16799,AUTOMATIC,29970,PETROL,145,50.4,2
GLC Class,2017,25991,AUTOMATIC,17371,DIESEL,145,56.5,2.1
B Class,2019,22991,MANUAL,3003,PETROL,145,44.8,1.3
A Class,2019,19491,AUTOMATIC,7057,DIESEL,145,68.9,1.5
E Class,2019,39491,AUTOMATIC,4701,PETROL,145,32.1,3
C Class,2019,29998,AUTOMATIC,50,PETROL,145,45.6,1.5
A Class,2015,59991,AUTOMATIC,20750,PETROL,325,30.1,4
GLE Class,2019,48291,AUTOMATIC,10835,PETROL,145,30.1,3
GLC Class,2018,28491,AUTOMATIC,11763,DIESEL,145,56.5,2.1
S Class,2018,51991,AUTOMATIC,10842,PETROL,145,40.9,3
S Class,2019,56900,AUTOMATIC,12000,HYBRID,140,100.9,3
C Class,2017,20988,AUTOMATIC,30728,PETROL,145,47.1,2
SL CLASS,2017,18900,MANUAL,28465,PETROL,160,43.5,2
C Class,2017,22400,AUTOMATIC,25000,PETROL,150,47.1,2
A Class,2020,33900,AUTOMATIC,345,HYBRID,140,1.1,1.3
E Class,2017,22900,AUTOMATIC,26000,DIESEL,150,58.9,2
GLS Class,2017,39900,AUTOMATIC,19761,DIESEL,300,37.2,3
E Class,2018,31900,AUTOMATIC,5003,PETROL,145,40.4,2
C Class,2017,20700,AUTOMATIC,23434,PETROL,150,48.7,2
A Class,2016,12900,MANUAL,31000,DIESEL,20,72.4,1.5
C Class,2019,28991,AUTOMATIC,4000,PETROL,145,44.8,1.6
GLA Class,2017,17991,MANUAL,22007,PETROL,145,48.7,1.6
GLA Class,2018,22991,AUTOMATIC,13415,PETROL,145,42.8,2
C Class,2018,21691,AUTOMATIC,13910,DIESEL,145,61.4,2.1
CLA Class,2014,16991,AUTOMATIC,34222,DIESEL,30,62.8,2.1
C Class,2018,24991,AUTOMATIC,6001,PETROL,145,52.3,2
C Class,2019,24992,AUTOMATIC,8238,PETROL,145,44.1,1.5
A Class,2017,15591,AUTOMATIC,13803,DIESEL,20,74.3,1.5
GLA Class,2017,18991,AUTOMATIC,30112,PETROL,145,43.5,2
E Class,2017,20991,AUTOMATIC,28194,DIESEL,20,72.4,2
CLA Class,2016,14991,MANUAL,48292,PETROL,125,51.4,1.6
A Class,2020,28900,AUTOMATIC,1060,PETROL,145,53.3,1.3
CLA Class,2019,25491,AUTOMATIC,9054,DIESEL,145,51.4,2.1
GLC Class,2017,25291,AUTOMATIC,29312,DIESEL,125,56.5,2.1
GLA Class,2017,18391,AUTOMATIC,40130,DIESEL,145,56.5,2.1
A Class,2018,18991,AUTOMATIC,7519,DIESEL,145,68.9,1.5
A Class,2016,16091,AUTOMATIC,37172,DIESEL,20,68.9,2.1
C Class,2016,18291,AUTOMATIC,26401,HYBRID,0,76.4,2.1
E Class,2020,40900,AUTOMATIC,3500,DIESEL,145,42.8,2
CLA Class,2020,54900,AUTOMATIC,3600,PETROL,145,33.2,2
C Class,2019,31400,AUTOMATIC,2200,DIESEL,145,64.2,2
C Class,2019,32900,AUTOMATIC,3000,DIESEL,145,64.2,2
B Class,2019,27900,AUTOMATIC,2600,DIESEL,145,55.4,2
S Class,2016,25400,AUTOMATIC,40000,DIESEL,165,50.4,3
SLK,2015,14900,AUTOMATIC,48489,PETROL,150,47.9,2
A Class,2016,13900,MANUAL,47275,PETROL,125,51.4,1.6
C Class,2015,15400,AUTOMATIC,41000,DIESEL,30,64.2,2.1
E Class,2019,48900,AUTOMATIC,50,PETROL,145,32.1,3
GLB Class,2020,37400,AUTOMATIC,50,DIESEL,145,46.3,2
A Class,2016,13900,MANUAL,31400,DIESEL,30,65.7,2.1
GLC Class,2016,27900,AUTOMATIC,73358,PETROL,300,34,3
B Class,2020,25900,AUTOMATIC,1600,DIESEL,145,55.4,2
A Class,2020,24900,AUTOMATIC,400,PETROL,145,28.5,1.3
A Class,2020,27900,AUTOMATIC,500,DIESEL,145,56.5,2
C Class,2020,39900,AUTOMATIC,600,DIESEL,145,55.4,2
C Class,2020,35900,AUTOMATIC,3000,DIESEL,145,61.4,2
E Class,2017,17698,AUTOMATIC,45093,DIESEL,20,72.4,2
E Class,2017,27400,AUTOMATIC,17045,PETROL,145,40.4,2
C Class,2018,22900,AUTOMATIC,6200,PETROL,140,47.1,1.5
C Class,2017,21900,AUTOMATIC,23665,DIESEL,145,61.4,2.1
C Class,2019,27400,AUTOMATIC,348,DIESEL,145,61.4,2
C Class,2017,18691,AUTOMATIC,48618,DIESEL,30,64.2,2.1
A Class,2017,16591,AUTOMATIC,24321,DIESEL,145,74.3,1.5
C Class,2017,19991,AUTOMATIC,20843,PETROL,145,48.7,2
A Class,2017,14391,AUTOMATIC,45739,DIESEL,20,74.3,1.5
E Class,2019,43900,AUTOMATIC,50,PETROL,145,32.9,2
B Class,2019,23900,AUTOMATIC,2502,PETROL,145,44.8,1.3
A Class,2017,17300,AUTOMATIC,24154,DIESEL,20,68.9,2.1
GLS Class,2017,39900,AUTOMATIC,17000,DIESEL,305,37.2,3
E Class,2019,32900,AUTOMATIC,3646,DIESEL,150,57.7,2
GLC Class,2017,24900,AUTOMATIC,51380,DIESEL,125,56.5,2.1
B Class,2016,13900,AUTOMATIC,51933,PETROL,125,51.4,1.6
C Class,2017,23700,AUTOMATIC,19832,DIESEL,125,61.4,2.1
GLA Class,2016,18991,AUTOMATIC,37482,DIESEL,125,56.5,2.1
GLA Class,2015,17991,AUTOMATIC,32964,DIESEL,125,55.4,2.1
E Class,2016,18391,AUTOMATIC,38198,DIESEL,20,72.4,2
E Class,2016,18691,AUTOMATIC,30168,DIESEL,20,72.4,2
A Class,2019,22691,AUTOMATIC,8000,DIESEL,145,62.8,1.5
A Class,2016,15900,AUTOMATIC,31281,DIESEL,20,68.9,2.1
GLE Class,2017,27998,AUTOMATIC,29292,DIESEL,150,47.9,2.1
E Class,2016,17691,AUTOMATIC,18895,DIESEL,20,72.4,2
C Class,2016,19900,AUTOMATIC,3000,PETROL,125,51.4,2
GLA Class,2019,25400,AUTOMATIC,3000,PETROL,150,35.8,1.6
C Class,2019,26291,AUTOMATIC,6084,DIESEL,145,61.4,2
GLA Class,2018,22991,AUTOMATIC,11265,PETROL,145,42.8,2
C Class,2017,21291,AUTOMATIC,10398,PETROL,145,41.5,2
A Class,2016,15291,AUTOMATIC,18217,DIESEL,20,68.9,2.1
E Class,2019,35995,AUTOMATIC,2000,DIESEL,145,70.6,2
GLC Class,2019,28490,AUTOMATIC,15900,PETROL,150,43.5,2
E Class,2016,18695,AUTOMATIC,18335,DIESEL,150,56.5,2.1
B Class,2017,12760,MANUAL,21082,DIESEL,150,68.9,1.5
GLC Class,2017,23895,AUTOMATIC,47581,DIESEL,125,56.5,2.1
SL CLASS,2017,20995,AUTOMATIC,12591,PETROL,150,47.9,2
B Class,2019,23795,AUTOMATIC,1500,PETROL,150,44.1,1.3
GLC Class,2017,27995,AUTOMATIC,28500,DIESEL,150,56.5,2.1
C Class,2014,12495,AUTOMATIC,20000,PETROL,165,44.8,1.6
C Class,2018,15999,AUTOMATIC,26930,PETROL,145,50.4,2
CL Class,2016,17999,MANUAL,32018,DIESEL,20,67.3,2.1
A Class,2016,12732,AUTOMATIC,45526,DIESEL,20,74.3,1.5
E Class,2015,18464,AUTOMATIC,26275,PETROL,160,46.3,2
C Class,2013,9000,AUTOMATIC,56544,DIESEL,145,56.5,2.1
CL Class,2016,15999,AUTOMATIC,30185,DIESEL,20,67.3,2.1
C Class,2017,18999,AUTOMATIC,23637,DIESEL,145,64.2,2.1
E Class,2015,13499,AUTOMATIC,74808,DIESEL,125,60.1,2.1
B Class,2016,11499,MANUAL,19590,DIESEL,20,70.6,1.5
A Class,2018,17999,AUTOMATIC,4136,DIESEL,145,70.6,2.1
A Class,2016,12999,MANUAL,56986,DIESEL,30,62.8,2.1
GL Class,2017,17999,AUTOMATIC,47424,DIESEL,125,56.5,2.1
CLS Class,2015,18499,AUTOMATIC,23446,DIESEL,125,57.7,2.1
GL Class,2015,19499,AUTOMATIC,14295,DIESEL,125,55.4,2.1
C Class,2015,15899,AUTOMATIC,48361,HYBRID,0,134.5,2
180,2014,10799,MANUAL,39240,DIESEL,20,72.4,1.5
E Class,2009,6999,AUTOMATIC,114000,DIESEL,235,44.1,2.1
C Class,2013,11499,AUTOMATIC,69900,DIESEL,140,56.5,2.1
C Class,2008,5999,AUTOMATIC,91000,DIESEL,230,42.2,2.1
E Class,2013,11950,AUTOMATIC,48872,DIESEL,205,47.1,3
C Class,2018,23995,AUTOMATIC,7200,PETROL,145,40.4,2
S Class,2016,26495,AUTOMATIC,75000,DIESEL,160,50.4,3
CLS Class,2016,19495,AUTOMATIC,20500,DIESEL,125,57.7,2.1
C Class,2016,16000,AUTOMATIC,34972,DIESEL,30,65.7,1.6
C Class,2017,21489,AUTOMATIC,19878,DIESEL,145,67.3,2.1
A Class,2016,10699,MANUAL,57924,DIESEL,0,80.7,1.5
A Class,2016,14499,MANUAL,27240,DIESEL,20,68.9,1.5
C Class,2013,8799,AUTOMATIC,57172,DIESEL,30,64.2,2.1
GL Class,2016,16299,MANUAL,9780,DIESEL,20,67.3,2.1
E Class,2015,12295,AUTOMATIC,81720,DIESEL,125,60.1,2.1
C Class,2016,15000,AUTOMATIC,85040,HYBRID,0,122.8,2
CLA Class,2015,14295,AUTOMATIC,50510,DIESEL,20,68.9,2.1
C Class,2015,12295,AUTOMATIC,81940,HYBRID,0,78.5,2.1
C Class,2015,10500,MANUAL,82230,DIESEL,20,65.7,2.1
CLA Class,2014,12795,MANUAL,82580,DIESEL,30,64.2,1.8
A Class,2014,10000,MANUAL,55000,DIESEL,20,72.4,1.5
GLA Class,2015,13000,AUTOMATIC,101060,DIESEL,125,55.4,2.1
A Class,2018,17699,AUTOMATIC,17237,DIESEL,150,74.3,1.5
C Class,2016,17699,AUTOMATIC,14183,PETROL,125,51.4,2
A Class,2017,29995,AUTOMATIC,7000,PETROL,145,40.9,2
GL Class,2015,17721,AUTOMATIC,39970,DIESEL,125,55.4,2.1
A Class,2016,16999,MANUAL,30258,DIESEL,30,62.8,2.1
M Class,2013,18999,AUTOMATIC,27932,DIESEL,200,44.8,2.1
A Class,2016,14868,MANUAL,24658,DIESEL,20,68.9,1.5
C Class,2017,17249,AUTOMATIC,27814,PETROL,125,51.4,2
GL Class,2015,17949,AUTOMATIC,18758,DIESEL,125,55.4,2.1
C Class,2016,22900,AUTOMATIC,33821,DIESEL,30,65.7,2.1
A Class,2014,10528,MANUAL,48218,DIESEL,20,72.4,1.5
A Class,2016,13399,MANUAL,15307,PETROL,125,51.4,1.6
A Class,2016,15339,MANUAL,19046,DIESEL,20,68.9,1.5
A Class,2016,9895,MANUAL,105430,DIESEL,20,72.4,1.5
E Class,2014,13000,AUTOMATIC,76890,DIESEL,145,54.3,3
A Class,2016,12795,AUTOMATIC,80470,DIESEL,20,68.9,2.1
B Class,2014,9695,AUTOMATIC,49480,DIESEL,30,64.2,1.5
C Class,2015,13999,AUTOMATIC,79779,HYBRID,0,134.5,2
A Class,2013,12000,AUTOMATIC,60369,DIESEL,30,64.2,2.1
A Class,2014,11699,AUTOMATIC,60143,DIESEL,20,64.2,2.1
A Class,2015,11199,AUTOMATIC,86662,DIESEL,20,64.2,2.1
E Class,2015,13499,AUTOMATIC,71496,DIESEL,160,51.4,2.1
E Class,2016,15499,AUTOMATIC,48031,DIESEL,125,56.5,2.1
C Class,2018,22995,AUTOMATIC,19044,HYBRID,135,134.5,2
A Class,2017,13222,AUTOMATIC,47657,DIESEL,150,76.4,1.5
A Class,2015,10999,AUTOMATIC,70571,DIESEL,20,68.9,1.5
A Class,2013,11651,AUTOMATIC,61001,DIESEL,30,64.2,1.8
A Class,2012,9199,MANUAL,44387,DIESEL,0,74.3,1.5
A Class,2013,10495,AUTOMATIC,69197,DIESEL,30,64.2,1.8
C Class,2015,11695,MANUAL,103820,DIESEL,20,68.9,2.1
E Class,2015,15991,AUTOMATIC,36705,DIESEL,150,54.3,3
E Class,2015,18995,AUTOMATIC,7315,DIESEL,160,50.4,3
E Class,2015,18995,AUTOMATIC,7315,DIESEL,160,50.4,3
E Class,2015,18995,AUTOMATIC,7315,DIESEL,160,50.4,3
GLA Class,2015,15695,AUTOMATIC,36105,DIESEL,150,55.4,2.1
C Class,2016,13000,AUTOMATIC,82590,DIESEL,20,64.2,2.1
A Class,2015,11295,AUTOMATIC,86890,DIESEL,20,64.2,2.1
CLA Class,2016,13295,AUTOMATIC,82100,DIESEL,20,67.3,2.1
A Class,2013,11195,AUTOMATIC,69950,DIESEL,30,64.2,1.8
A Class,2016,14995,AUTOMATIC,31800,PETROL,125,53.3,1.6
C Class,2014,13498,AUTOMATIC,28759,DIESEL,150,54.3,2.1
A Class,2015,10998,AUTOMATIC,79131,DIESEL,20,70.6,1.5
GLA Class,2016,19395,AUTOMATIC,34000,DIESEL,125,56.5,2.1
CLS Class,2019,39995,AUTOMATIC,30000,DIESEL,150,47.9,2.9
V Class,2018,32748,AUTOMATIC,12392,DIESEL,145,45.6,2.1
C Class,2019,25495,AUTOMATIC,4040,PETROL,145,44.1,1.6
E Class,2019,44995,AUTOMATIC,1842,DIESEL,145,47.1,2.9
GLA Class,2015,16250,AUTOMATIC,47851,DIESEL,125,55.4,2.1
C Class,2016,14795,AUTOMATIC,99470,DIESEL,30,61.4,2.1
GLE Class,2017,28998,AUTOMATIC,30854,DIESEL,200,47.9,2.1
A Class,2018,18298,MANUAL,25000,DIESEL,145,68.9,1.5
GLA Class,2015,18298,AUTOMATIC,34066,DIESEL,125,55.4,2.1
E Class,2013,13798,AUTOMATIC,45000,DIESEL,125,57.7,2.1
A Class,2016,16798,AUTOMATIC,43586,DIESEL,20,74.3,1.5
E Class,2019,58298,AUTOMATIC,13493,PETROL,145,32.1,4
A Class,2017,27248,AUTOMATIC,26155,PETROL,145,40.9,2
E Class,2016,19248,AUTOMATIC,42868,DIESEL,145,53.3,3
GLE Class,2020,50995,AUTOMATIC,20,DIESEL,145,36.7,2
A Class,2015,13469,MANUAL,36050,DIESEL,30,62.8,2.1
C Class,2016,18400,AUTOMATIC,23907,DIESEL,125,60.1,2.1
GL Class,2015,15499,MANUAL,27142,DIESEL,20,67.3,2.1
GL Class,2016,16917,AUTOMATIC,29834,DIESEL,30,64.2,2.1
E Class,2016,14989,AUTOMATIC,86627,DIESEL,20,72.4,2
C Class,2018,16999,AUTOMATIC,26329,PETROL,145,50.4,2
CL Class,2015,14906,MANUAL,29500,PETROL,125,51.4,1.6
A Class,2013,12499,MANUAL,51896,DIESEL,125,61.4,1.8
GLB Class,2020,44298,AUTOMATIC,20,DIESEL,145,44.8,2
C Class,2018,18998,AUTOMATIC,15000,DIESEL,145,64.2,2.1
A Class,2016,25998,AUTOMATIC,31500,PETROL,200,40.9,2
A Class,2018,21495,AUTOMATIC,3701,DIESEL,145,67.3,1.5
E Class,2015,16298,AUTOMATIC,38829,DIESEL,160,53.3,3
A Class,2016,13298,AUTOMATIC,85627,DIESEL,20,68.9,2.1
A Class,2019,18748,AUTOMATIC,11670,DIESEL,145,68.9,1.5
E Class,2019,32998,AUTOMATIC,8946,DIESEL,145,44.8,2
C Class,2019,29498,AUTOMATIC,4885,DIESEL,145,57.7,2
GLE Class,2018,28900,AUTOMATIC,37463,DIESEL,145,47.9,2.1
E Class,2017,19400,AUTOMATIC,30000,DIESEL,145,65.7,2
C Class,2017,17900,AUTOMATIC,19828,PETROL,145,50.4,2
A Class,2020,43400,AUTOMATIC,1750,PETROL,145,36.7,2
GLC Class,2016,22900,AUTOMATIC,20561,DIESEL,125,56.5,2.1
E Class,2016,17900,AUTOMATIC,35101,DIESEL,125,58.9,2.1
S Class,2019,81900,AUTOMATIC,21442,PETROL,145,32.1,4
CLA Class,2016,19748,AUTOMATIC,34612,DIESEL,20,67.3,2.1
A Class,2020,25298,MANUAL,20,PETROL,145,47.1,1.3
A Class,2020,28298,AUTOMATIC,20,DIESEL,145,62.8,1.5
E Class,2013,13298,AUTOMATIC,28500,DIESEL,145,54.3,2.1
GLC Class,2018,32245,AUTOMATIC,25359,DIESEL,145,56.5,2.1
C Class,2017,25998,AUTOMATIC,26914,PETROL,200,43.5,2
C Class,2015,18298,AUTOMATIC,25000,HYBRID,0,134.5,2
GL Class,2017,17499,MANUAL,22750,DIESEL,30,64.2,2.1
GLS Class,2018,42248,AUTOMATIC,13609,DIESEL,145,37.2,3
GLC Class,2016,23245,AUTOMATIC,61828,DIESEL,125,56.5,2.1
CLA Class,2017,30748,AUTOMATIC,11574,PETROL,145,40.9,2
A Class,2016,13186,MANUAL,43529,DIESEL,30,65.7,2.1
B Class,2019,20248,AUTOMATIC,14421,PETROL,145,45.6,1.3
C Class,2016,18745,AUTOMATIC,26344,DIESEL,30,64.2,2.1
C Class,2018,25748,AUTOMATIC,5454,DIESEL,145,65.7,2.1
E Class,2015,19248,AUTOMATIC,45607,DIESEL,160,51.4,3
C Class,2018,26748,AUTOMATIC,17970,DIESEL,145,65.7,2.1
A Class,2019,19245,AUTOMATIC,15047,DIESEL,145,68.9,1.5
GLC Class,2015,21745,AUTOMATIC,35587,DIESEL,125,56.5,2.1
CLA Class,2016,20248,AUTOMATIC,28916,DIESEL,20,67.3,2.1
A Class,2015,21745,AUTOMATIC,33112,PETROL,200,40.9,2
CLS Class,2016,21245,AUTOMATIC,46068,DIESEL,145,56.5,2.1
A Class,2018,18798,AUTOMATIC,12697,DIESEL,145,68.9,1.5
A Class,2019,18748,AUTOMATIC,14587,DIESEL,145,68.9,1.5
A Class,2019,18748,AUTOMATIC,12032,DIESEL,145,68.9,1.5
A Class,2019,18748,AUTOMATIC,11426,DIESEL,145,68.9,1.5
C Class,2020,61995,AUTOMATIC,20,PETROL,145,33.6,4
GLC Class,2020,43495,AUTOMATIC,20,PETROL,145,31.7,2
S Class,2019,55298,AUTOMATIC,1284,DIESEL,145,52.3,2.9
GLC Class,2019,36998,AUTOMATIC,1894,DIESEL,145,44.8,2
E Class,2019,47298,AUTOMATIC,2894,DIESEL,145,38.2,2.9
A Class,2014,10759,AUTOMATIC,33403,DIESEL,20,70.6,1.5
C Class,2016,15679,AUTOMATIC,60619,HYBRID,0,134.5,2
C Class,2017,14999,AUTOMATIC,40272,DIESEL,145,65.7,2.1
CL Class,2015,13495,MANUAL,51208,DIESEL,30,64.2,2.1
C Class,2016,19599,AUTOMATIC,33197,DIESEL,125,58.9,2.1
CL Class,2016,13799,MANUAL,52173,DIESEL,20,67.3,2.1
CL Class,2017,18999,AUTOMATIC,35673,DIESEL,145,67.3,2.1
C Class,2012,7699,AUTOMATIC,80299,DIESEL,145,56.5,2.1
CL Class,2015,17500,AUTOMATIC,38131,DIESEL,30,62.8,2.1
GLC Class,2020,42995,AUTOMATIC,20,DIESEL,145,43.5,2
A Class,2019,18748,AUTOMATIC,14153,DIESEL,145,68.9,1.5
E Class,2015,17248,AUTOMATIC,39692,DIESEL,145,53.3,3
C Class,2018,28298,AUTOMATIC,13500,DIESEL,145,65.7,2.1
A Class,2017,18248,MANUAL,14439,DIESEL,20,68.9,1.5
E Class,2020,42798,AUTOMATIC,20,DIESEL,145,57.7,2
B Class,2020,33298,AUTOMATIC,20,DIESEL,145,55.4,2
E Class,2020,37298,AUTOMATIC,20,DIESEL,145,44.8,2
A Class,2019,19248,AUTOMATIC,9837,DIESEL,145,65.7,1.5
C Class,2016,13600,AUTOMATIC,71077,DIESEL,20,64.2,2.1
A Class,2014,14999,AUTOMATIC,54533,PETROL,145,44.1,2
CL Class,2016,18499,AUTOMATIC,35446,DIESEL,20,67.3,2.1
C Class,2017,20599,AUTOMATIC,17324,DIESEL,145,58.9,2.1
C Class,2017,16799,AUTOMATIC,20850,DIESEL,30,65.7,1.6
A Class,2017,15999,AUTOMATIC,7493,DIESEL,145,74.3,1.5
B Class,2014,10999,AUTOMATIC,29236,DIESEL,30,64.2,1.5
C Class,2012,9400,AUTOMATIC,50848,PETROL,200,40.4,1.8
E Class,2016,17820,AUTOMATIC,24514,DIESEL,30,65.7,2
A Class,2019,18498,AUTOMATIC,12432,DIESEL,145,68.9,1.5
A Class,2019,18748,AUTOMATIC,14687,DIESEL,145,68.9,1.5
C Class,2016,20100,AUTOMATIC,16662,HYBRID,0,134.5,2
CL Class,2016,19500,SEMI-AUTO,23703,DIESEL,20,67.3,2.1
CL Class,2016,15750,MANUAL,46100,PETROL,125,51.4,1.6
A Class,2014,14199,AUTOMATIC,24941,DIESEL,20,64.2,2.1
A Class,2019,18748,AUTOMATIC,11363,DIESEL,145,68.9,1.5
A Class,2020,26998,AUTOMATIC,20,DIESEL,145,65.7,1.5
A Class,2020,49298,AUTOMATIC,20,PETROL,145,32.8,2
CLA Class,2020,30298,AUTOMATIC,20,PETROL,145,44.1,1.3
B Class,2020,27798,AUTOMATIC,245,DIESEL,145,55.4,2
CLS Class,2020,41298,AUTOMATIC,20,DIESEL,145,45.6,2
C Class,2015,14298,MANUAL,36643,PETROL,125,53.3,2
C Class,2017,25248,AUTOMATIC,24003,PETROL,200,40.9,2
GLA Class,2017,16700,MANUAL,29159,DIESEL,145,67.3,2.1
A Class,2015,13400,MANUAL,39578,DIESEL,30,62.8,2.1
CL Class,2017,18000,SEMI-AUTO,35000,PETROL,125,53.3,1.6
C Class,2015,10700,AUTOMATIC,62439,DIESEL,150,53.3,2.1
A Class,2016,15200,SEMI-AUTO,51970,DIESEL,20,68.9,2.1
A Class,2017,13400,SEMI-AUTO,52342,DIESEL,20,70.6,2.1
A Class,2016,15400,SEMI-AUTO,36999,DIESEL,20,68.9,2.1
A Class,2017,13700,MANUAL,21643,DIESEL,150,72.4,1.5
CL Class,2017,17200,MANUAL,26732,DIESEL,150,65.7,2.1
GLE Class,2018,28800,AUTOMATIC,35000,DIESEL,150,47.9,2.1
A Class,2017,15200,SEMI-AUTO,43741,DIESEL,20,68.9,2.1
B Class,2014,9900,AUTOMATIC,46210,DIESEL,30,64.2,1.5
CL Class,2017,17000,SEMI-AUTO,52000,PETROL,150,53.3,1.6
CL Class,2016,17600,SEMI-AUTO,35000,PETROL,125,53.3,1.6
A Class,2017,16300,SEMI-AUTO,13489,DIESEL,145,74.3,1.5
GLA Class,2017,17400,MANUAL,38080,PETROL,145,47.1,1.6
A Class,2017,15600,MANUAL,24476,DIESEL,30,62.8,2.1
CL Class,2017,17700,MANUAL,35840,DIESEL,20,67.3,2.1
E Class,2016,16900,AUTOMATIC,28575,DIESEL,125,58.9,2.1
GLA Class,2016,14600,MANUAL,36357,DIESEL,20,67.3,2.1
CLS Class,2016,19200,AUTOMATIC,33000,DIESEL,145,56.5,2.1
C Class,2016,17600,AUTOMATIC,19581,PETROL,125,51.4,2
E Class,2014,12900,AUTOMATIC,46545,DIESEL,125,58.9,2.1
A Class,2014,10300,MANUAL,48167,PETROL,145,49.6,1.6
GLA Class,2016,18200,SEMI-AUTO,27516,DIESEL,125,56.6,2.1
GLA Class,2016,18100,AUTOMATIC,45485,DIESEL,125,56.6,2.1
CL Class,2016,16500,SEMI-AUTO,56215,DIESEL,20,67.3,2.1
A Class,2016,17000,MANUAL,28142,PETROL,200,41.5,2
A Class,2017,15850,MANUAL,19275,DIESEL,145,62.8,2.1
A Class,2017,14700,SEMI-AUTO,56387,DIESEL,20,68.9,2.1
CL Class,2017,14000,MANUAL,74245,DIESEL,30,65.7,2.1
GLA Class,2017,16300,MANUAL,32681,DIESEL,150,67.3,2.1
C Class,2015,16000,AUTOMATIC,18263,PETROL,125,52.3,2
A Class,2016,12400,SEMI-AUTO,54697,DIESEL,20,74.3,1.5
A Class,2016,13200,MANUAL,61000,DIESEL,20,68.9,1.5
C Class,2016,18600,AUTOMATIC,24836,DIESEL,30,64.2,1.6
SL CLASS,2016,16500,AUTOMATIC,26955,DIESEL,30,70.6,0
C Class,2016,18000,AUTOMATIC,40267,HYBRID,0,134.5,2
A Class,2016,15700,MANUAL,23924,DIESEL,30,62.8,2.1
B Class,2017,14000,MANUAL,26993,DIESEL,150,65.7,2.1
A Class,2017,16000,MANUAL,18247,PETROL,150,51.4,1.6
B Class,2013,9000,MANUAL,48462,DIESEL,125,61.4,1.8
A Class,2014,13500,AUTOMATIC,38313,DIESEL,30,64.2,1.8
C Class,2014,12500,AUTOMATIC,50364,DIESEL,150,53.3,2.1
C Class,2016,17900,AUTOMATIC,25522,PETROL,125,51.4,2
A Class,2013,11800,AUTOMATIC,60032,DIESEL,30,64.2,2.1
A Class,2016,14700,MANUAL,28732,DIESEL,20,68.9,1.5
B Class,2016,12300,AUTOMATIC,39838,DIESEL,20,68.9,1.5
E Class,2017,19200,AUTOMATIC,55910,DIESEL,145,67.3,2
A Class,2013,10800,MANUAL,59135,DIESEL,125,61.4,1.8
GLA Class,2017,16200,MANUAL,20000,PETROL,145,48.7,1.6
GLA Class,2017,18000,SEMI-AUTO,41269,DIESEL,125,56.5,2.1
A Class,2017,17100,AUTOMATIC,16365,PETROL,125,53.3,1.6
GLA Class,2018,18800,AUTOMATIC,31378,DIESEL,150,64.2,2.1
E Class,2014,15000,AUTOMATIC,47709,DIESEL,125,57.7,2.1
A Class,2015,12900,SEMI-AUTO,22369,DIESEL,20,68.9,1.5
A Class,2017,15200,MANUAL,22289,PETROL,125,51.4,1.6
C Class,2015,16700,AUTOMATIC,35125,DIESEL,30,64.2,2.1
B Class,2017,15700,SEMI-AUTO,16856,DIESEL,20,68.9,2.1
C Class,2015,12900,AUTOMATIC,26501,PETROL,160,44.8,1.6
C Class,2013,9700,AUTOMATIC,57801,DIESEL,145,53.3,2.1
C Class,2016,16200,MANUAL,23216,DIESEL,20,68.9,1.6
GLC Class,2017,25400,AUTOMATIC,28838,DIESEL,145,56.5,2.1
GLA Class,2015,17000,AUTOMATIC,28952,DIESEL,125,55.4,2.1
A Class,2016,16000,MANUAL,19596,DIESEL,20,68.9,1.5
A Class,2016,19100,AUTOMATIC,27208,DIESEL,20,67.3,2.1
A Class,2017,15700,AUTOMATIC,19286,DIESEL,145,74.3,1.5
A Class,2016,16800,AUTOMATIC,30876,DIESEL,20,68.9,2.1
CL Class,2016,20800,AUTOMATIC,22878,PETROL,200,42.8,2
C Class,2015,18700,AUTOMATIC,39004,DIESEL,30,64.2,2.1
B Class,2017,13500,MANUAL,29836,DIESEL,20,68.9,1.5
A Class,2018,17500,AUTOMATIC,19796,DIESEL,145,74.3,0
CL Class,2017,18300,SEMI-AUTO,31800,DIESEL,20,67.3,2.1
C Class,2016,14000,AUTOMATIC,44263,DIESEL,20,65.7,2.1
